GeoID,AoA,cd,cl,cm,clp,clv,cdp,cdv,cd_stdev,cl_stdev,cm_stdev,cd_stderr,cl_stderr,cm_stderr,cd_ci95,cl_ci95,cm_ci95
LHC037,12,0.213381,1.836101,-0.151937,1.838132,-0.002031,0.192155,0.021226,0.003324,0.013202,0.020036,0.001448,0.005751,0.008728,0.002838,0.011272,0.017108
LHC037,14,0.248236,1.917507,-0.158241,1.919723,-0.002217,0.227674,0.020562,0.004619,0.016335,0.021974,0.001240,0.004385,0.005899,0.002430,0.008595,0.011561
LHC037,16,0.373853,1.739581,-0.033717,1.742550,-0.002969,0.354860,0.018993,0.012865,0.040703,0.037412,0.002349,0.007431,0.006830,0.004603,0.014564,0.013386
LHC037,18,0.436406,1.655932,-0.008903,1.659499,-0.003567,0.417920,0.018486,0.010231,0.033837,0.041894,0.001622,0.005364,0.006641,0.003179,0.010514,0.013017
LHC037,20,0.495602,1.476774,-0.336078,1.479814,-0.003040,0.478904,0.016698,0.022065,0.058995,0.188863,0.003294,0.008808,0.028197,0.006457,0.017263,0.055267
LHC037,22,0.564209,1.449646,-0.281609,1.453463,-0.003817,0.547789,0.016420,0.013656,0.039991,0.102048,0.002493,0.007300,0.018629,0.004886,0.014309,0.036513
LHC038,4,0.083017,1.010166,-0.052056,1.011028,-0.000863,0.061259,0.021758,0.001256,0.007653,0.013217,0.000561,0.003420,0.005906,0.001100,0.006703,0.011576
LHC038,6,0.101631,1.204736,-0.105239,1.205846,-0.001109,0.079840,0.021791,0.001570,0.009580,0.013680,0.000702,0.004283,0.006116,0.001376,0.008395,0.011988
LHC038,8,0.125129,1.399691,-0.156999,1.401031,-0.001340,0.103321,0.021808,0.002215,0.011265,0.015683,0.000990,0.005038,0.007013,0.001941,0.009874,0.013745
LHC038,10,0.153169,1.587242,-0.205382,1.588860,-0.001618,0.131461,0.021709,0.002729,0.011744,0.017060,0.001220,0.005252,0.007629,0.002392,0.010293,0.014954
LHC038,12,0.184257,1.752572,-0.235898,1.754458,-0.001886,0.162704,0.021554,0.003357,0.012745,0.018644,0.001498,0.005688,0.008320,0.002936,0.011148,0.016307
LHC038,14,0.218763,1.878600,-0.235113,1.880731,-0.002132,0.197469,0.021295,0.003743,0.013045,0.019564,0.000837,0.002917,0.004374,0.001640,0.005717,0.008573
LHC038,16,0.263170,1.955124,-0.188499,1.957518,-0.002394,0.242378,0.020792,0.003932,0.013403,0.021418,0.000664,0.002265,0.003619,0.001302,0.004439,0.007094
LHC038,18,0.401858,1.797396,-0.085110,1.800520,-0.003123,0.382181,0.019677,0.012820,0.036714,0.038873,0.002340,0.006703,0.007097,0.004587,0.013137,0.013910
LHC038,20,0.467242,1.747410,-0.094499,1.750958,-0.003548,0.448071,0.019171,0.010072,0.032495,0.035366,0.001702,0.005492,0.005978,0.003337,0.010765,0.011716
LHC038,22,0.543151,1.768584,-0.174837,1.772458,-0.003874,0.524478,0.018673,0.021237,0.063574,0.051962,0.002742,0.008207,0.006708,0.005374,0.016086,0.013148
LHC039,4,0.095423,1.106338,-0.010439,1.107340,-0.001003,0.073494,0.021929,0.001187,0.007953,0.013127,0.000530,0.003551,0.005861,0.001039,0.006959,0.011487
LHC039,6,0.115597,1.301293,-0.063000,1.302588,-0.001295,0.093663,0.021934,0.001598,0.009516,0.014552,0.000715,0.004255,0.006506,0.001401,0.008339,0.012753
LHC039,8,0.140812,1.491050,-0.116474,1.492604,-0.001555,0.118886,0.021926,0.002522,0.012083,0.017000,0.001126,0.005394,0.007589,0.002207,0.010573,0.014875
LHC039,10,0.168982,1.670042,-0.168051,1.671845,-0.001803,0.147183,0.021799,0.003073,0.012615,0.016594,0.001372,0.005634,0.007411,0.002690,0.011042,0.014525
LHC039,12,0.201005,1.834390,-0.219908,1.836416,-0.002025,0.179390,0.021616,0.003245,0.012384,0.018251,0.001449,0.005529,0.008148,0.002839,0.010837,0.015971
LHC039,14,0.234173,1.955344,-0.263266,1.957570,-0.002226,0.213106,0.021067,0.004144,0.014978,0.021036,0.001057,0.003820,0.005366,0.002072,0.007488,0.010517
LHC039,16,0.268597,2.009435,-0.259724,2.011851,-0.002415,0.248312,0.020285,0.004256,0.013710,0.026258,0.000719,0.002317,0.004438,0.001410,0.004542,0.008698
LHC039,18,0.314332,1.823405,-0.370259,1.825482,-0.002076,0.295854,0.018479,0.009709,0.051920,0.113716,0.001641,0.008776,0.019221,0.003217,0.017200,0.037672
LHC039,20,0.399992,1.680238,-0.646839,1.682784,-0.002546,0.382142,0.017850,0.018725,0.074270,0.170920,0.002367,0.009386,0.021601,0.004638,0.018397,0.042339
LHC039,22,0.522610,1.610697,-0.651193,1.613701,-0.003004,0.506061,0.016549,0.024917,0.079634,0.186419,0.003940,0.012591,0.029475,0.007722,0.024679,0.057772
LHC040,4,0.125403,1.212534,0.053843,1.213643,-0.001109,0.103269,0.022134,0.001312,0.006985,0.012865,0.000587,0.003121,0.005749,0.001150,0.006118,0.011269
LHC040,6,0.147495,1.408133,0.008527,1.409486,-0.001353,0.125305,0.022190,0.001531,0.008574,0.012477,0.000684,0.003830,0.005574,0.001341,0.007507,0.010925
LHC040,8,0.173900,1.595483,-0.034221,1.597082,-0.001600,0.151640,0.022260,0.002191,0.011134,0.014408,0.000979,0.004976,0.006439,0.001919,0.009753,0.012621
LHC040,10,0.203099,1.767988,-0.069556,1.769828,-0.001839,0.180847,0.022252,0.003012,0.013148,0.015575,0.001346,0.005876,0.006961,0.002639,0.011517,0.013643
LHC040,12,0.235207,1.917671,-0.084850,1.919774,-0.002104,0.213048,0.022159,0.003329,0.013090,0.018806,0.001488,0.005852,0.008408,0.002917,0.011470,0.016479
LHC040,14,0.269698,2.024684,-0.075755,2.027039,-0.002355,0.247903,0.021795,0.003602,0.011974,0.019660,0.000805,0.002677,0.004395,0.001578,0.005247,0.008615
LHC040,16,0.321462,2.071694,-0.021179,2.074335,-0.002640,0.300274,0.021188,0.004415,0.014517,0.023065,0.000746,0.002453,0.003898,0.001462,0.004809,0.007640
LHC040,18,0.444228,1.757164,0.057422,1.760707,-0.003543,0.424356,0.019872,0.010838,0.034690,0.042687,0.001832,0.005863,0.007214,0.003590,0.011491,0.014140
LHC040,20,0.507215,1.718137,-0.003786,1.721967,-0.003831,0.488035,0.019180,0.012579,0.040418,0.055484,0.001989,0.006390,0.008772,0.003898,0.012524,0.017193
LHC040,22,0.559460,1.683702,-0.104732,1.687567,-0.003864,0.541162,0.018298,0.015735,0.045869,0.070296,0.002506,0.007305,0.011195,0.004912,0.014318,0.021943
LHC041,4,0.127090,1.338509,-0.187100,1.339420,-0.000911,0.105072,0.022018,0.001380,0.007771,0.015046,0.000617,0.003471,0.006721,0.001208,0.006804,0.013174
LHC041,6,0.150766,1.535368,-0.243509,1.536531,-0.001164,0.128722,0.022043,0.001687,0.009952,0.015988,0.000753,0.004446,0.007143,0.001477,0.008715,0.014000
LHC041,8,0.179560,1.728805,-0.299352,1.730198,-0.001394,0.157552,0.022007,0.002287,0.011585,0.016407,0.001021,0.005174,0.007328,0.002002,0.010142,0.014363
LHC041,10,0.210576,1.904058,-0.346910,1.905681,-0.001623,0.188663,0.021913,0.002965,0.013103,0.019279,0.001326,0.005857,0.008618,0.002598,0.011479,0.016891
LHC041,12,0.245577,2.055510,-0.369436,2.057398,-0.001888,0.223960,0.021617,0.003458,0.013159,0.021528,0.001544,0.005875,0.009612,0.003026,0.011516,0.018839
LHC041,14,0.283182,2.154670,-0.349748,2.156840,-0.002171,0.261963,0.021218,0.004061,0.013355,0.019561,0.000908,0.002986,0.004374,0.001780,0.005853,0.008572
LHC041,16,0.406143,1.895905,-0.108262,1.898921,-0.003016,0.386311,0.019832,0.015686,0.041872,0.039741,0.002480,0.006619,0.006282,0.004860,0.012973,0.012313
LHC041,18,0.477320,1.807157,-0.074323,1.810781,-0.003624,0.457884,0.019436,0.010851,0.039508,0.036745,0.001716,0.006247,0.005810,0.003363,0.012244,0.011388
LHC041,20,0.554170,1.816692,-0.123339,1.820651,-0.003959,0.535235,0.018934,0.016500,0.049528,0.036013,0.002788,0.008370,0.006086,0.005465,0.016405,0.011928
LHC041,22,0.604758,1.786786,-0.164830,1.791018,-0.004231,0.586334,0.018423,0.014897,0.036702,0.042508,0.002398,0.005908,0.006842,0.004700,0.011579,0.013410
LHC042,4,0.120351,1.295028,-0.139657,1.295811,-0.000783,0.098142,0.022210,0.001330,0.008334,0.014356,0.000594,0.003720,0.006408,0.001164,0.007291,0.012559
LHC042,6,0.143278,1.485919,-0.190814,1.486915,-0.000995,0.120946,0.022332,0.001752,0.010079,0.015241,0.000782,0.004497,0.006800,0.001532,0.008814,0.013328
LHC042,8,0.171046,1.675717,-0.247224,1.676888,-0.001171,0.148622,0.022424,0.002455,0.013106,0.016288,0.001097,0.005854,0.007276,0.002150,0.011474,0.014261
LHC042,10,0.201258,1.848273,-0.302789,1.849634,-0.001361,0.178864,0.022394,0.003161,0.014699,0.016718,0.001412,0.006567,0.007469,0.002767,0.012871,0.014638
LHC042,12,0.233101,2.001996,-0.356134,2.003587,-0.001591,0.210846,0.022255,0.003532,0.013756,0.019210,0.001577,0.006142,0.008577,0.003091,0.012038,0.016810
LHC042,14,0.264774,2.110757,-0.401661,2.112530,-0.001773,0.242924,0.021851,0.003908,0.013428,0.021769,0.000874,0.003001,0.004866,0.001712,0.005883,0.009537
LHC042,16,0.298766,2.177401,-0.403219,2.179511,-0.002110,0.277355,0.021411,0.004397,0.017183,0.024880,0.000743,0.002904,0.004205,0.001457,0.005693,0.008243
LHC042,18,0.385058,1.823234,-0.660123,1.825412,-0.002178,0.365465,0.019593,0.014627,0.062190,0.168546,0.002472,0.010510,0.028484,0.004845,0.020599,0.055828
LHC042,20,0.440704,1.826899,-0.822967,1.829193,-0.002294,0.421967,0.018737,0.012798,0.055996,0.175086,0.002163,0.009462,0.029585,0.004239,0.018546,0.057987
LHC042,22,0.505435,1.861753,-0.888647,1.864223,-0.002470,0.487329,0.018107,0.018788,0.062002,0.161956,0.003175,0.010479,0.027373,0.006224,0.020539,0.053651
LHC043,4,0.071174,0.908418,-0.104711,0.909023,-0.000604,0.049451,0.021723,0.001097,0.008176,0.013735,0.000490,0.003651,0.006134,0.000960,0.007157,0.012023
LHC043,6,0.088626,1.105177,-0.153476,1.105950,-0.000773,0.066687,0.021939,0.001512,0.009021,0.013824,0.000675,0.004024,0.006167,0.001322,0.007888,0.012087
LHC043,8,0.110069,1.298524,-0.205587,1.299499,-0.000975,0.087983,0.022086,0.002217,0.011786,0.013484,0.000991,0.005266,0.006025,0.001941,0.010321,0.011809
LHC043,10,0.136648,1.495574,-0.258246,1.496786,-0.001211,0.114380,0.022268,0.002983,0.014163,0.013232,0.001334,0.006333,0.005917,0.002614,0.012413,0.011597
LHC043,12,0.166830,1.680266,-0.301007,1.681758,-0.001492,0.144472,0.022358,0.003311,0.012998,0.017515,0.001478,0.005801,0.007817,0.002897,0.011370,0.015320
LHC043,14,0.199290,1.843064,-0.322062,1.844788,-0.001725,0.176997,0.022293,0.003166,0.010913,0.018654,0.000708,0.002439,0.004169,0.001387,0.004780,0.008171
LHC043,16,0.233684,1.973860,-0.332904,1.975806,-0.001946,0.211486,0.022198,0.003320,0.011458,0.019327,0.000561,0.001937,0.003267,0.001100,0.003796,0.006403
LHC043,18,0.271716,2.066436,-0.333574,2.068492,-0.002055,0.249781,0.021935,0.003694,0.011834,0.021212,0.000624,0.002000,0.003585,0.001224,0.003920,0.007027
LHC043,20,0.353222,1.947804,-0.618035,1.949563,-0.001759,0.332981,0.020242,0.013072,0.068635,0.095749,0.002209,0.011599,0.016181,0.004330,0.022734,0.031715
LHC043,22,0.410686,2.004738,-0.603667,2.006757,-0.002019,0.390937,0.019749,0.014575,0.061875,0.113264,0.002463,0.010456,0.019139,0.004827,0.020493,0.037513
LHC044,4,0.140834,1.389219,-0.163094,1.389938,-0.000719,0.118706,0.022128,0.001604,0.010698,0.015779,0.000716,0.004775,0.007044,0.001404,0.009359,0.013806
LHC044,6,0.165643,1.586777,-0.211832,1.587701,-0.000924,0.143361,0.022282,0.001902,0.011720,0.014898,0.000850,0.005239,0.006659,0.001666,0.010268,0.013052
LHC044,8,0.195572,1.784090,-0.275337,1.785207,-0.001117,0.173168,0.022404,0.002997,0.014866,0.016137,0.001340,0.006647,0.007215,0.002626,0.013027,0.014142
LHC044,10,0.227521,1.970611,-0.342787,1.971935,-0.001325,0.205084,0.022437,0.003308,0.013801,0.017308,0.001479,0.006170,0.007738,0.002899,0.012094,0.015167
LHC044,12,0.259248,2.106174,-0.382649,2.107743,-0.001569,0.236978,0.022270,0.003175,0.011407,0.019131,0.001880,0.006756,0.011331,0.003685,0.013243,0.022209
LHC044,14,0.291685,2.198956,-0.428567,2.200694,-0.001737,0.269894,0.021791,0.004087,0.012964,0.022138,0.001764,0.005595,0.009555,0.003458,0.010967,0.018727
LHC044,16,0.322752,2.224897,-0.388992,2.227006,-0.002108,0.301572,0.021180,0.004369,0.014501,0.029537,0.000753,0.002498,0.005088,0.001475,0.004896,0.009972
LHC044,18,0.364541,1.999725,-0.505648,2.001658,-0.001932,0.345086,0.019455,0.014444,0.062338,0.144586,0.001985,0.008565,0.019866,0.003890,0.016788,0.038938
LHC044,20,0.460933,1.844070,-0.809688,1.846368,-0.002298,0.442273,0.018660,0.014860,0.056646,0.168084,0.002713,0.010341,0.030684,0.005317,0.020268,0.060140
LHC044,22,0.517113,1.839179,-0.877552,1.841645,-0.002466,0.499336,0.017776,0.012786,0.045263,0.136640,0.002161,0.007650,0.023093,0.004236,0.014994,0.045262
LHC045,4,0.135632,1.383844,-0.161236,1.384826,-0.000981,0.113584,0.022048,0.001678,0.009949,0.014720,0.000750,0.004447,0.006580,0.001470,0.008716,0.012896
LHC045,6,0.160430,1.582360,-0.219721,1.583609,-0.001249,0.138412,0.022019,0.001844,0.010573,0.015496,0.000824,0.004725,0.006926,0.001616,0.009261,0.013574
LHC045,8,0.190269,1.772446,-0.279520,1.773924,-0.001478,0.168363,0.021905,0.002372,0.011176,0.018610,0.001356,0.006388,0.010637,0.002658,0.012520,0.020848
LHC045,10,0.220974,1.947897,-0.350186,1.949591,-0.001694,0.199227,0.021747,0.002964,0.012878,0.020013,0.001473,0.006399,0.009945,0.002887,0.012542,0.019492
LHC045,12,0.254245,2.098438,-0.408366,2.100339,-0.001901,0.232808,0.021437,0.003516,0.013146,0.023342,0.001743,0.006517,0.011572,0.003416,0.012774,0.022680
LHC045,14,0.287620,2.190659,-0.433402,2.192779,-0.002121,0.266890,0.020730,0.004175,0.014414,0.025244,0.000950,0.003279,0.005742,0.001861,0.006426,0.011255
LHC045,16,0.359743,1.937687,-0.461123,1.940121,-0.002434,0.341006,0.018737,0.014279,0.072329,0.129842,0.001753,0.008879,0.015939,0.003436,0.017403,0.031241
LHC045,18,0.435049,1.816425,-0.700911,1.818939,-0.002514,0.417091,0.017958,0.025736,0.089959,0.199881,0.004069,0.014222,0.031601,0.007975,0.027876,0.061938
LHC045,20,0.523210,1.689527,-0.730121,1.692358,-0.002831,0.506597,0.016613,0.028069,0.085370,0.233263,0.004744,0.014429,0.039426,0.009299,0.028281,0.077275
LHC045,22,0.628297,1.628243,-0.613796,1.631578,-0.003336,0.612277,0.016020,0.019834,0.065341,0.156633,0.003621,0.011929,0.028595,0.007097,0.023380,0.056046
LHC046,4,0.104414,1.184860,-0.249816,1.185344,-0.000484,0.082495,0.021919,0.001195,0.007972,0.013865,0.000535,0.003565,0.006201,0.001048,0.006988,0.012154
LHC046,6,0.124724,1.378691,-0.303258,1.379369,-0.000677,0.102634,0.022090,0.001631,0.010397,0.014139,0.000729,0.004646,0.006318,0.001428,0.009106,0.012384
LHC046,8,0.150110,1.573316,-0.356511,1.574200,-0.000884,0.127908,0.022201,0.002299,0.012476,0.015639,0.001027,0.005576,0.006990,0.002014,0.010929,0.013700
LHC046,10,0.180195,1.765069,-0.408253,1.766217,-0.001148,0.157927,0.022268,0.003010,0.013571,0.018952,0.001344,0.006057,0.008459,0.002633,0.011872,0.016580
LHC046,12,0.212428,1.933529,-0.441810,1.934928,-0.001399,0.190162,0.022266,0.003369,0.012729,0.020467,0.001505,0.005686,0.009142,0.002950,0.011144,0.017919
LHC046,14,0.244609,2.058874,-0.453499,2.060512,-0.001638,0.222497,0.022112,0.003525,0.012247,0.019358,0.000788,0.002738,0.004328,0.001544,0.005366,0.008483
LHC046,16,0.273453,2.094702,-0.495240,2.096436,-0.001734,0.251765,0.021687,0.004040,0.014711,0.028270,0.000683,0.002486,0.004778,0.001338,0.004873,0.009364
LHC046,18,0.346508,2.041747,-0.651894,2.043415,-0.001668,0.326009,0.020499,0.011482,0.041649,0.086305,0.001815,0.006585,0.013645,0.003558,0.012906,0.026745
LHC046,20,0.408712,2.062545,-0.659531,2.064296,-0.001751,0.389044,0.019668,0.017038,0.066326,0.112440,0.002879,0.011208,0.019001,0.005643,0.021968,0.037242
LHC046,22,0.470153,2.065332,-0.678614,2.067394,-0.002062,0.450932,0.019221,0.019829,0.052047,0.097916,0.003620,0.009503,0.017877,0.007096,0.018625,0.035039
LHC047,4,0.084668,1.018406,-0.265201,1.018880,-0.000474,0.063074,0.021594,0.001146,0.007827,0.013930,0.000513,0.003501,0.006230,0.001005,0.006862,0.012212
LHC047,6,0.102712,1.213499,-0.314917,1.214143,-0.000644,0.080925,0.021787,0.001558,0.009395,0.014065,0.000697,0.004200,0.006288,0.001366,0.008232,0.012325
LHC047,8,0.124842,1.406275,-0.370098,1.407119,-0.000843,0.102955,0.021887,0.002214,0.011697,0.016244,0.000989,0.005227,0.007259,0.001939,0.010245,0.014227
LHC047,10,0.151659,1.594635,-0.407226,1.595699,-0.001063,0.129628,0.022031,0.003135,0.014486,0.016768,0.001401,0.006472,0.007491,0.002745,0.012685,0.014683
LHC047,12,0.181957,1.773825,-0.448802,1.775154,-0.001329,0.159815,0.022143,0.003297,0.013600,0.021049,0.001474,0.006081,0.009411,0.002889,0.011918,0.018446
LHC047,14,0.215375,1.934924,-0.479009,1.936488,-0.001564,0.193296,0.022079,0.003469,0.011695,0.021504,0.000787,0.002655,0.004881,0.001543,0.005203,0.009567
LHC047,16,0.248444,2.051737,-0.497089,2.053473,-0.001735,0.226454,0.021990,0.003588,0.012183,0.020439,0.000606,0.002059,0.003454,0.001189,0.004036,0.006771
LHC047,18,0.306361,2.024223,-0.734956,2.025722,-0.001499,0.285154,0.021207,0.007681,0.033933,0.066573,0.001402,0.006195,0.012155,0.002749,0.012143,0.023823
LHC047,20,0.374759,2.071569,-0.718840,2.073283,-0.001715,0.354459,0.020300,0.011859,0.046681,0.088846,0.002165,0.008522,0.016220,0.004244,0.016704,0.031792
LHC047,22,0.436647,2.099994,-0.731959,2.101870,-0.001876,0.416999,0.019648,0.011735,0.038916,0.101867,0.001983,0.006577,0.017216,0.003887,0.012891,0.033743
LHC048,4,0.116354,1.305810,-0.204223,1.306720,-0.000910,0.094417,0.021937,0.001442,0.008388,0.015163,0.000644,0.003747,0.006773,0.001263,0.007344,0.013275
LHC048,6,0.139526,1.500578,-0.263183,1.501760,-0.001181,0.117600,0.021926,0.001712,0.010715,0.015201,0.000764,0.004784,0.006788,0.001498,0.009377,0.013304
LHC048,8,0.168137,1.693317,-0.326136,1.694736,-0.001419,0.146369,0.021767,0.002294,0.011943,0.015934,0.001026,0.005340,0.007124,0.002010,0.010466,0.013964
LHC048,10,0.199088,1.867186,-0.378638,1.868839,-0.001653,0.177558,0.021530,0.003189,0.014043,0.019097,0.001425,0.006276,0.008535,0.002793,0.012301,0.016729
LHC048,12,0.231746,1.998094,-0.400069,1.999998,-0.001904,0.210608,0.021139,0.003297,0.012507,0.022209,0.001472,0.005584,0.009915,0.002885,0.010944,0.019433
LHC048,14,0.266406,2.055777,-0.388200,2.057863,-0.002086,0.246064,0.020342,0.003812,0.013406,0.022255,0.000852,0.002997,0.004975,0.001671,0.005875,0.009752
LHC048,16,0.389662,1.806879,-0.159644,1.809839,-0.002960,0.370940,0.018722,0.014271,0.052969,0.044397,0.002605,0.009668,0.008103,0.005105,0.018949,0.015882
LHC048,18,0.472470,1.634310,-0.189771,1.637600,-0.003290,0.454965,0.017505,0.017614,0.053077,0.127197,0.002849,0.008585,0.020574,0.005584,0.016827,0.040326
LHC048,20,0.539041,1.533107,-0.338318,1.536502,-0.003395,0.522236,0.016805,0.014790,0.044431,0.137139,0.002700,0.008111,0.025036,0.005292,0.015898,0.049071
LHC048,22,0.606501,1.524894,-0.408381,1.528747,-0.003853,0.590119,0.016382,0.014052,0.035539,0.095384,0.002565,0.006487,0.017412,0.005028,0.012715,0.034127
LHC049,4,0.080295,1.009487,-0.046896,1.010387,-0.000900,0.058436,0.021858,0.001277,0.007481,0.010794,0.000825,0.004833,0.006973,0.001617,0.009472,0.013667
LHC049,6,0.099042,1.204789,-0.099895,1.205956,-0.001168,0.077155,0.021886,0.001559,0.009576,0.013830,0.000697,0.004281,0.006184,0.001366,0.008392,0.012120
LHC049,8,0.122369,1.397650,-0.149002,1.399063,-0.001413,0.100455,0.021914,0.002025,0.006723,0.013983,0.001422,0.004723,0.009822,0.002788,0.009256,0.019251
LHC049,10,0.151759,1.580000,-0.190647,1.581675,-0.001675,0.129974,0.021785,0.002363,0.011077,0.016766,0.001095,0.005134,0.007771,0.002147,0.010063,0.015232
LHC049,12,0.182952,1.736224,-0.215272,1.738144,-0.001920,0.161404,0.021548,0.003243,0.013904,0.017100,0.001450,0.006217,0.007647,0.002842,0.012186,0.014987
LHC049,14,0.218381,1.853187,-0.205015,1.855322,-0.002135,0.197313,0.021067,0.002760,0.010209,0.018136,0.000617,0.002283,0.004055,0.001210,0.004474,0.007948
LHC049,16,0.341442,1.732744,-0.072970,1.735494,-0.002750,0.321814,0.019628,0.010505,0.027297,0.030777,0.002247,0.005840,0.006584,0.004405,0.011446,0.012905
LHC049,18,0.392627,1.614892,-0.143212,1.617873,-0.002981,0.373876,0.018752,0.010222,0.037256,0.069068,0.001728,0.006297,0.011674,0.003387,0.012343,0.022882
LHC049,20,0.465961,1.586457,-0.144897,1.589885,-0.003428,0.448004,0.017958,0.013084,0.041075,0.069379,0.002396,0.007523,0.012708,0.004697,0.014746,0.024907
LHC049,22,0.552843,1.655875,-0.183291,1.659658,-0.003784,0.535162,0.017680,0.013823,0.045319,0.079023,0.002336,0.007660,0.013357,0.004580,0.015014,0.026180
LHC050,4,0.101797,1.176866,-0.113876,1.177804,-0.000938,0.079891,0.021906,0.001369,0.009573,0.013114,0.001102,0.007703,0.010553,0.002160,0.015098,0.020684
LHC050,6,0.123097,1.370197,-0.171379,1.371385,-0.001187,0.101181,0.021915,0.001626,0.009835,0.014702,0.000727,0.004395,0.006570,0.001425,0.008615,0.012877
LHC050,8,0.149021,1.561209,-0.223877,1.562627,-0.001418,0.127110,0.021911,0.002163,0.011414,0.017516,0.000967,0.005103,0.007832,0.001895,0.010002,0.015350
LHC050,10,0.178589,1.735107,-0.264752,1.736752,-0.001645,0.156806,0.021783,0.003071,0.013519,0.018389,0.001373,0.006046,0.008224,0.002692,0.011850,0.016119
LHC050,12,0.212279,1.886564,-0.282294,1.888465,-0.001901,0.190688,0.021591,0.003028,0.013137,0.020881,0.001354,0.005875,0.009338,0.002654,0.011515,0.018303
LHC050,14,0.249204,1.986109,-0.256404,1.988310,-0.002200,0.228001,0.021203,0.002850,0.011664,0.013770,0.000649,0.002657,0.003137,0.001273,0.005208,0.006148
LHC050,16,0.378698,1.766580,-0.058991,1.769596,-0.003017,0.358877,0.019820,0.011972,0.039854,0.039551,0.002158,0.007182,0.007128,0.004229,0.014077,0.013970
LHC050,18,0.443525,1.700188,-0.041384,1.703752,-0.003564,0.424021,0.019505,0.008182,0.029426,0.036586,0.001294,0.004653,0.005784,0.002536,0.009119,0.011338
LHC050,20,0.508471,1.706979,-0.087991,1.710843,-0.003865,0.489509,0.018962,0.010712,0.034644,0.041261,0.001693,0.005477,0.006523,0.003319,0.010735,0.012786
LHC050,22,0.574503,1.735711,-0.157787,1.739805,-0.004094,0.555970,0.018533,0.011201,0.029666,0.042527,0.001771,0.004690,0.006724,0.003471,0.009193,0.013178
LHC051,4,0.115321,1.247571,-0.040077,1.248680,-0.001109,0.093287,0.022035,0.001485,0.008258,0.014350,0.000888,0.004941,0.008585,0.001741,0.009684,0.016827
LHC051,6,0.137911,1.440909,-0.093196,1.442295,-0.001386,0.115887,0.022024,0.001553,0.009473,0.014873,0.000695,0.004236,0.006650,0.001361,0.008302,0.013035
LHC051,8,0.165014,1.628787,-0.147150,1.630437,-0.001650,0.143015,0.021999,0.002469,0.011469,0.017051,0.001103,0.005126,0.007621,0.002163,0.010047,0.014938
LHC051,10,0.194642,1.801832,-0.199048,1.803671,-0.001839,0.172779,0.021863,0.002967,0.012582,0.016839,0.001324,0.005617,0.007517,0.002596,0.011009,0.014734
LHC051,12,0.225885,1.944508,-0.242383,1.946554,-0.002047,0.204333,0.021552,0.003183,0.011640,0.021323,0.001421,0.005197,0.009521,0.002785,0.010187,0.018661
LHC051,14,0.258487,2.033640,-0.267810,2.035854,-0.002214,0.237579,0.020909,0.003953,0.013310,0.022039,0.000884,0.002976,0.004927,0.001732,0.005832,0.009657
LHC051,16,0.302115,2.070172,-0.236490,2.072678,-0.002506,0.282063,0.020052,0.004505,0.015904,0.028538,0.000761,0.002688,0.004823,0.001492,0.005268,0.009453
LHC051,18,0.436054,1.833904,-0.096227,1.837224,-0.003320,0.417453,0.018601,0.012436,0.034513,0.043539,0.001966,0.005456,0.006883,0.003853,0.010693,0.013490
LHC051,20,0.493260,1.606349,-0.488424,1.609330,-0.002981,0.476255,0.017006,0.026037,0.067956,0.208209,0.004225,0.011027,0.033787,0.008281,0.021614,0.066222
LHC051,22,0.565690,1.550398,-0.576212,1.553579,-0.003181,0.549428,0.016262,0.017697,0.064642,0.170668,0.002798,0.010219,0.026980,0.005483,0.020029,0.052881
LHC052,4,0.096517,1.159673,-0.147060,1.160475,-0.000802,0.074647,0.021870,0.001218,0.008431,0.013313,0.000544,0.003767,0.005949,0.001067,0.007384,0.011660
LHC052,6,0.117401,1.358400,-0.203194,1.359447,-0.001047,0.095484,0.021917,0.001620,0.009212,0.016091,0.000724,0.004118,0.007193,0.001419,0.008071,0.014098
LHC052,8,0.143016,1.553926,-0.257598,1.555238,-0.001312,0.121095,0.021921,0.002346,0.011467,0.017509,0.001047,0.005120,0.007817,0.002053,0.010034,0.015322
LHC052,10,0.174475,1.751472,-0.314737,1.753065,-0.001593,0.152649,0.021825,0.003081,0.012986,0.019070,0.001376,0.005800,0.008517,0.002697,0.011368,0.016693
LHC052,12,0.208580,1.926999,-0.351501,1.928852,-0.001853,0.186859,0.021720,0.003359,0.012793,0.022976,0.001500,0.005714,0.010262,0.002940,0.011200,0.020114
LHC052,14,0.242592,2.047826,-0.350202,2.049908,-0.002083,0.221260,0.021331,0.003783,0.012956,0.020431,0.000846,0.002897,0.004567,0.001658,0.005677,0.008952
LHC052,16,0.282206,2.114960,-0.294310,2.117261,-0.002300,0.261399,0.020807,0.003817,0.012859,0.022400,0.000645,0.002174,0.003786,0.001265,0.004260,0.007421
LHC052,18,0.397848,1.911674,-0.142998,1.914465,-0.002791,0.378400,0.019447,0.016154,0.066438,0.041542,0.002554,0.010504,0.006568,0.005006,0.020589,0.012873
LHC052,20,0.492286,1.820144,-0.309651,1.822900,-0.002755,0.474116,0.018170,0.016735,0.061395,0.103996,0.002646,0.009707,0.016442,0.005186,0.019025,0.032227
LHC052,22,0.604468,1.881522,-0.364177,1.884785,-0.003263,0.586933,0.017536,0.024701,0.070409,0.095651,0.003906,0.011133,0.015124,0.007655,0.021820,0.029642
